time,avg_finished_rate,avg_block_per_min,avg_finalized_block_per_min,avg_forks,avg_invalid_rate,avg_queue_size,avg_rpc_calls_rate,avg_tot_finished,block_construct_time,test#,test_name
1666013548,0.1538461538461538,10.532544378698224,11.24260355029586,1.0,0.0,0.0,0.0,2233.346153846154,0.0091935483870967,1.0,3000tps|25_nodes
1666013549,0.1538461538461538,10.177514792899409,10.887573964497038,1.0,0.0,0.0,0.0,2233.346153846154,0.0091935483870967,1.0,3000tps|25_nodes
1666013550,0.1538461538461538,10.059171597633137,11.124260355029586,1.0,0.0,0.0,0.0,2233.346153846154,0.0091833333333333,1.0,3000tps|25_nodes
1666013551,0.2051282051282051,9.82248520710059,10.177514792899409,1.0,0.0,0.0,0.0,2234.346153846154,0.0091666666666666,1.0,3000tps|25_nodes
1666013552,0.155818540433925,10.177514792899409,9.349112426035504,1.0,0.0,0.0,0.0,2234.346153846154,0.0091666666666666,1.0,3000tps|25_nodes
1666013553,0.1538461538461538,10.650887573964496,9.822485207100591,1.0,0.0,0.0,0.0,2234.346153846154,0.0091666666666666,1.0,3000tps|25_nodes
1666013554,0.1538461538461538,10.295857988165675,9.467455621301776,1.0,0.0,0.0,0.0,2234.346153846154,0.0091666666666666,1.0,3000tps|25_nodes
1666013555,0.1538461538461538,10.532544378698224,9.70414201183432,1.0,0.0,0.0,0.0,2234.346153846154,0.0091666666666666,1.0,3000tps|25_nodes
1666013556,0.1538461538461538,9.585798816568047,9.349112426035504,1.0,0.0,0.0,0.0,2234.346153846154,0.0091551724137931,1.0,3000tps|25_nodes
1666013557,0.2051282051282051,9.822485207100591,9.349112426035504,1.0,0.0,0.0,0.0,2235.346153846154,0.0091379310344827,1.0,3000tps|25_nodes
1666013558,0.155818540433925,10.414201183431953,9.822485207100591,1.0,0.0,0.0,0.0,2235.346153846154,0.0091379310344827,1.0,3000tps|25_nodes
1666013559,0.1538461538461538,10.059171597633137,10.29585798816568,1.0,0.0,0.0,0.0,2235.346153846154,0.0091379310344827,1.0,3000tps|25_nodes
1666013560,0.1538461538461538,10.29585798816568,10.650887573964498,1.0,0.0,0.0,0.0,2235.346153846154,0.0091379310344827,1.0,3000tps|25_nodes
1666013561,0.1538461538461538,9.94082840236686,10.29585798816568,1.0,0.0,0.0,0.0,2235.346153846154,0.0091379310344827,1.0,3000tps|25_nodes
1666013562,0.1538461538461538,9.349112426035504,10.29585798816568,1.0,0.0,0.0,0.0,2235.346153846154,0.009125,1.0,3000tps|25_nodes
1666013563,0.2051282051282051,9.822485207100591,10.17751479289941,1.0,0.0,0.0,0.0,2236.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013564,0.155818540433925,10.059171597633137,9.349112426035502,1.0,0.0,0.0,0.0,2236.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013565,0.1538461538461538,10.29585798816568,9.585798816568047,1.0,0.0,0.0,0.0,2236.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013566,0.1538461538461538,9.940828402366863,9.23076923076923,1.0,0.0,0.0,0.0,2236.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013567,0.1538461538461538,9.940828402366863,9.230769230769228,1.0,0.0,0.0,0.0,2236.346153846154,0.0091071431382261,1.0,3000tps|25_nodes
1666013568,0.1538461538461538,9.822485207100591,9.70414201183432,1.0,0.0,0.0,0.0,2236.346153846154,0.009125,1.0,3000tps|25_nodes
1666013569,0.2051282051282051,9.70414201183432,9.349112426035502,1.0,0.0,0.0,0.0,2237.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013570,0.155818540433925,10.17751479289941,9.585798816568047,1.0,0.0,0.0,0.0,2237.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013571,0.1538470643184978,9.82253983544123,10.295912616506316,1.0,0.0,0.0,0.0,2237.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013572,0.1538461538461538,9.822485207100591,10.650887573964496,1.0,0.0,0.0,0.0,2237.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013573,0.1538461538461538,10.29585798816568,11.124260355029584,1.0,0.0,0.0,0.0,2237.346153846154,0.0091071428571428,1.0,3000tps|25_nodes
1666013574,0.1538461538461538,9.467455621301774,10.769230769230768,1.0,0.0,0.0,0.0,2237.346153846154,0.0090925925925925,1.0,3000tps|25_nodes
1666013575,0.2051282051282051,9.585798816568047,10.650887573964496,1.0,0.0,0.0,0.0,2238.346153846154,0.009074074074074,1.0,3000tps|25_nodes
1666013576,0.155818540433925,10.059171597633137,9.585798816568047,1.0,0.0,0.0,0.0,2238.346153846154,0.009074074074074,1.0,3000tps|25_nodes
1666013577,0.1538461538461538,10.059171597633137,9.585798816568046,1.0,0.0,0.0,0.0,2238.346153846154,0.009074074074074,1.0,3000tps|25_nodes
1666013578,0.1538461538461538,10.532544378698224,10.059171597633137,1.0,0.0,0.0,0.0,2238.346153846154,0.009074074074074,1.0,3000tps|25_nodes
1666013579,0.1538461538461538,10.177514792899409,9.704142011834318,1.0,0.0,0.0,0.0,2238.346153846154,0.009074074074074,1.0,3000tps|25_nodes
1666013580,0.1538461538461538,10.059171597633137,9.94082840236686,1.0,0.0,0.0,0.0,2238.346153846154,0.0090576923076923,1.0,3000tps|25_nodes
1666013581,0.2051282051282051,9.82248520710059,9.585798816568047,1.0,0.0,0.0,0.0,2239.346153846154,0.0090384615384615,1.0,3000tps|25_nodes
